threat_key,component_key
dg_df_0061_th_spoofing_5_262b00,dg_df_0061_D1
dg_df_0061_th_tampering_6_9bace8,dg_df_0061_E1
dg_df_0061_th_tampering_6_9bace8,dg_df_0061_P1
dg_df_0061_th_tampering_6_9bace8,dg_df_0061_D1
dg_df_0062_th_information_disclosure_1_f4761d,dg_df_0062_E1
dg_df_0062_th_information_disclosure_1_f4761d,dg_df_0062_P1
dg_df_0062_th_information_disclosure_1_f4761d,dg_df_0062_D1
dg_df_0062_th_malware_upload_2_48eb39,dg_df_0062_E1
dg_df_0062_th_malware_upload_2_48eb39,dg_df_0062_P1
dg_df_0062_th_malware_upload_2_48eb39,dg_df_0062_D1
dg_df_0062_th_man-in-the-middle_3_14bbd1,dg_df_0062_E1
dg_df_0062_th_man-in-the-middle_3_14bbd1,dg_df_0062_P1
dg_df_0062_th_man-in-the-middle_3_14bbd1,dg_df_0062_D1
dg_df_0062_th_tampering_4_2379e3,dg_df_0062_E1
dg_df_0062_th_tampering_4_2379e3,dg_df_0062_P1
dg_df_0062_th_tampering_4_2379e3,dg_df_0062_D1
dg_df_0063_th_information_disclosure_1_37c0a5,dg_df_0063_E1
dg_df_0063_th_information_disclosure_1_37c0a5,dg_df_0063_P1
dg_df_0063_th_information_disclosure_1_37c0a5,dg_df_0063_D1
dg_df_0063_th_malware_upload_2_45e89e,dg_df_0063_E1
dg_df_0063_th_malware_upload_2_45e89e,dg_df_0063_P1
dg_df_0063_th_malware_upload_2_45e89e,dg_df_0063_D1
dg_df_0063_th_man-in-the-middle_3_b0036d,dg_df_0063_E1
dg_df_0063_th_man-in-the-middle_3_b0036d,dg_df_0063_P1
dg_df_0063_th_man-in-the-middle_3_b0036d,dg_df_0063_D1
dg_df_0063_th_tampering_4_8269fc,dg_df_0063_E1
dg_df_0063_th_tampering_4_8269fc,dg_df_0063_P1
dg_df_0063_th_tampering_4_8269fc,dg_df_0063_D1
dg_df_0064_th_elevation_of_privilege_1_156211,dg_df_0064_E1
dg_df_0064_th_elevation_of_privilege_1_156211,dg_df_0064_P1
dg_df_0064_th_elevation_of_privilege_1_156211,dg_df_0064_P2
dg_df_0064_th_elevation_of_privilege_1_156211,dg_df_0064_D1
dg_df_0064_th_information_disclosure_2_20e5ab,dg_df_0064_E1
dg_df_0064_th_information_disclosure_2_20e5ab,dg_df_0064_P1
dg_df_0064_th_information_disclosure_2_20e5ab,dg_df_0064_P2
dg_df_0064_th_information_disclosure_2_20e5ab,dg_df_0064_D1
dg_df_0064_th_spoofing_3_de7ef2,dg_df_0064_E1
dg_df_0064_th_spoofing_3_de7ef2,dg_df_0064_P1
dg_df_0064_th_spoofing_3_de7ef2,dg_df_0064_P2
dg_df_0064_th_spoofing_3_de7ef2,dg_df_0064_D1
dg_df_0065_th_elevation_of_privilege_1_8018f1,dg_df_0065_E1
dg_df_0065_th_elevation_of_privilege_1_8018f1,dg_df_0065_P1
dg_df_0065_th_elevation_of_privilege_1_8018f1,dg_df_0065_D1
dg_df_0065_th_information_disclosure_2_a0f9e1,dg_df_0065_E1
dg_df_0065_th_information_disclosure_2_a0f9e1,dg_df_0065_P1
dg_df_0065_th_information_disclosure_2_a0f9e1,dg_df_0065_D1
dg_df_0065_th_man-in-the-middle_3_34762e,dg_df_0065_E1
dg_df_0065_th_man-in-the-middle_3_34762e,dg_df_0065_P1
dg_df_0065_th_man-in-the-middle_3_34762e,dg_df_0065_D1
dg_df_0065_th_sql_injection_4_a0b82e,dg_df_0065_E1
dg_df_0065_th_sql_injection_4_a0b82e,dg_df_0065_P1
dg_df_0065_th_sql_injection_4_a0b82e,dg_df_0065_D1
dg_df_0065_th_spoofing_5_75d8c4,dg_df_0065_E1
dg_df_0065_th_spoofing_5_75d8c4,dg_df_0065_P1
dg_df_0065_th_spoofing_5_75d8c4,dg_df_0065_D1
dg_df_0065_th_tampering_6_10c3ee,dg_df_0065_E1
dg_df_0065_th_tampering_6_10c3ee,dg_df_0065_P1
dg_df_0065_th_tampering_6_10c3ee,dg_df_0065_D1
dg_df_0066_th_information_disclosure_1_56ae5b,dg_df_0066_E1
dg_df_0066_th_information_disclosure_1_56ae5b,dg_df_0066_P1
dg_df_0066_th_information_disclosure_1_56ae5b,dg_df_0066_P2
dg_df_0066_th_information_disclosure_1_56ae5b,dg_df_0066_D1
dg_df_0066_th_man-in-the-middle_2_af0982,dg_df_0066_E1
dg_df_0066_th_man-in-the-middle_2_af0982,dg_df_0066_P1
dg_df_0066_th_man-in-the-middle_2_af0982,dg_df_0066_P2
dg_df_0066_th_man-in-the-middle_2_af0982,dg_df_0066_D1
dg_df_0067_th_malware_upload_1_3e97e8,dg_df_0067_E1
dg_df_0067_th_malware_upload_1_3e97e8,dg_df_0067_P1
dg_df_0067_th_malware_upload_1_3e97e8,dg_df_0067_D1
dg_df_0067_th_tampering_2_adda26,dg_df_0067_E1
dg_df_0067_th_tampering_2_adda26,dg_df_0067_P1
dg_df_0067_th_tampering_2_adda26,dg_df_0067_D1
dg_df_0068_th_information_disclosure_1_34049e,dg_df_0068_E1
dg_df_0068_th_information_disclosure_1_34049e,dg_df_0068_P1
dg_df_0068_th_information_disclosure_1_34049e,dg_df_0068_P2
dg_df_0068_th_information_disclosure_1_34049e,dg_df_0068_D1
dg_df_0068_th_man-in-the-middle_2_3845fc,dg_df_0068_E1
dg_df_0068_th_man-in-the-middle_2_3845fc,dg_df_0068_P1
dg_df_0068_th_man-in-the-middle_2_3845fc,dg_df_0068_P2
dg_df_0068_th_man-in-the-middle_2_3845fc,dg_df_0068_D1
dg_df_0069_th_elevation_of_privilege_1_1b32bf,dg_df_0069_E1
dg_df_0069_th_elevation_of_privilege_1_1b32bf,dg_df_0069_P1
dg_df_0069_th_elevation_of_privilege_1_1b32bf,dg_df_0069_D1
dg_df_0069_th_information_disclosure_2_0ac601,dg_df_0069_E1
dg_df_0069_th_information_disclosure_2_0ac601,dg_df_0069_P1
dg_df_0069_th_information_disclosure_2_0ac601,dg_df_0069_D1
dg_df_0069_th_man-in-the-middle_3_03666c,dg_df_0069_E1
dg_df_0069_th_man-in-the-middle_3_03666c,dg_df_0069_P1
dg_df_0069_th_man-in-the-middle_3_03666c,dg_df_0069_D1
dg_df_0069_th_sql_injection_4_a36dc7,dg_df_0069_E1
dg_df_0069_th_sql_injection_4_a36dc7,dg_df_0069_P1
dg_df_0069_th_sql_injection_4_a36dc7,dg_df_0069_D1
dg_df_0069_th_spoofing_5_bd2cc8,dg_df_0069_E1
dg_df_0069_th_spoofing_5_bd2cc8,dg_df_0069_P1
dg_df_0069_th_spoofing_5_bd2cc8,dg_df_0069_D1
dg_df_0069_th_tampering_6_16fac8,dg_df_0069_E1
dg_df_0069_th_tampering_6_16fac8,dg_df_0069_P1
dg_df_0069_th_tampering_6_16fac8,dg_df_0069_D1
dg_df_0070_th_elevation_of_privilege_1_199014,dg_df_0070_E1
dg_df_0070_th_elevation_of_privilege_1_199014,dg_df_0070_P1
dg_df_0070_th_elevation_of_privilege_1_199014,dg_df_0070_D1
dg_df_0070_th_information_disclosure_2_73cdd6,dg_df_0070_E1
dg_df_0070_th_information_disclosure_2_73cdd6,dg_df_0070_P1
dg_df_0070_th_information_disclosure_2_73cdd6,dg_df_0070_D1
dg_df_0070_th_malware_upload_3_fd4357,dg_df_0070_E1
dg_df_0070_th_malware_upload_3_fd4357,dg_df_0070_P1
dg_df_0070_th_malware_upload_3_fd4357,dg_df_0070_D1
dg_df_0070_th_spoofing_4_4343dd,dg_df_0070_E1
dg_df_0070_th_spoofing_4_4343dd,dg_df_0070_P1
dg_df_0070_th_spoofing_4_4343dd,dg_df_0070_D1
dg_df_0070_th_tampering_5_2cbe7d,dg_df_0070_E1
dg_df_0070_th_tampering_5_2cbe7d,dg_df_0070_P1
dg_df_0070_th_tampering_5_2cbe7d,dg_df_0070_D1
dg_df_0071_th_elevation_of_privilege_1_2c9f9c,dg_df_0071_E1
dg_df_0071_th_elevation_of_privilege_1_2c9f9c,dg_df_0071_P1
dg_df_0071_th_elevation_of_privilege_1_2c9f9c,dg_df_0071_D1
dg_df_0071_th_information_disclosure_2_a40ee9,dg_df_0071_E1
dg_df_0071_th_information_disclosure_2_a40ee9,dg_df_0071_P1
dg_df_0071_th_information_disclosure_2_a40ee9,dg_df_0071_D1
dg_df_0071_th_malware_upload_3_4b6bc8,dg_df_0071_E1
dg_df_0071_th_malware_upload_3_4b6bc8,dg_df_0071_P1
dg_df_0071_th_malware_upload_3_4b6bc8,dg_df_0071_D1
dg_df_0071_th_spoofing_4_8e7d6c,dg_df_0071_E1
dg_df_0071_th_spoofing_4_8e7d6c,dg_df_0071_P1
dg_df_0071_th_spoofing_4_8e7d6c,dg_df_0071_D1
dg_df_0071_th_tampering_5_543bf1,dg_df_0071_E1
dg_df_0071_th_tampering_5_543bf1,dg_df_0071_P1
dg_df_0071_th_tampering_5_543bf1,dg_df_0071_D1
dg_df_0072_th_information_disclosure_1_4071b2,dg_df_0072_E1
dg_df_0072_th_information_disclosure_1_4071b2,dg_df_0072_P1
dg_df_0072_th_information_disclosure_1_4071b2,dg_df_0072_D1
dg_df_0072_th_malware_upload_2_ec07b2,dg_df_0072_E1
dg_df_0072_th_malware_upload_2_ec07b2,dg_df_0072_P1
dg_df_0072_th_malware_upload_2_ec07b2,dg_df_0072_D1
dg_df_0072_th_man-in-the-middle_3_6c6b50,dg_df_0072_E1
dg_df_0072_th_man-in-the-middle_3_6c6b50,dg_df_0072_P1
dg_df_0072_th_man-in-the-middle_3_6c6b50,dg_df_0072_D1
dg_df_0072_th_tampering_4_e14184,dg_df_0072_E1
dg_df_0072_th_tampering_4_e14184,dg_df_0072_P1
dg_df_0072_th_tampering_4_e14184,dg_df_0072_D1
dg_df_0073_th_elevation_of_privilege_1_d12cd3,dg_df_0073_E1
dg_df_0073_th_elevation_of_privilege_1_d12cd3,dg_df_0073_P1
dg_df_0073_th_elevation_of_privilege_1_d12cd3,dg_df_0073_P2
dg_df_0073_th_elevation_of_privilege_1_d12cd3,dg_df_0073_D1
dg_df_0073_th_information_disclosure_2_f4c677,dg_df_0073_E1
dg_df_0073_th_information_disclosure_2_f4c677,dg_df_0073_P1
dg_df_0073_th_information_disclosure_2_f4c677,dg_df_0073_P2
dg_df_0073_th_information_disclosure_2_f4c677,dg_df_0073_D1
dg_df_0073_th_sql_injection_3_e19fe9,dg_df_0073_E1
dg_df_0073_th_sql_injection_3_e19fe9,dg_df_0073_P1
dg_df_0073_th_sql_injection_3_e19fe9,dg_df_0073_P2
dg_df_0073_th_sql_injection_3_e19fe9,dg_df_0073_D1
dg_df_0073_th_spoofing_4_9be0a8,dg_df_0073_E1
dg_df_0073_th_spoofing_4_9be0a8,dg_df_0073_P1
dg_df_0073_th_spoofing_4_9be0a8,dg_df_0073_P2
dg_df_0073_th_spoofing_4_9be0a8,dg_df_0073_D1
dg_df_0073_th_tampering_5_21a108,dg_df_0073_E1
dg_df_0073_th_tampering_5_21a108,dg_df_0073_P1
dg_df_0073_th_tampering_5_21a108,dg_df_0073_P2
dg_df_0073_th_tampering_5_21a108,dg_df_0073_D1
dg_df_0074_th_malware_upload_1_9a0e11,dg_df_0074_E1
dg_df_0074_th_malware_upload_1_9a0e11,dg_df_0074_P1
dg_df_0074_th_malware_upload_1_9a0e11,dg_df_0074_D1
dg_df_0074_th_tampering_2_e82560,dg_df_0074_E1
dg_df_0074_th_tampering_2_e82560,dg_df_0074_P1
dg_df_0074_th_tampering_2_e82560,dg_df_0074_D1
dg_df_0075_th_information_disclosure_1_ba2a66,dg_df_0075_E1
dg_df_0075_th_information_disclosure_1_ba2a66,dg_df_0075_P1
dg_df_0075_th_information_disclosure_1_ba2a66,dg_df_0075_P2
dg_df_0075_th_information_disclosure_1_ba2a66,dg_df_0075_D1
dg_df_0075_th_man-in-the-middle_2_501178,dg_df_0075_E1
dg_df_0075_th_man-in-the-middle_2_501178,dg_df_0075_P1
dg_df_0075_th_man-in-the-middle_2_501178,dg_df_0075_P2
dg_df_0075_th_man-in-the-middle_2_501178,dg_df_0075_D1
dg_df_0076_th_elevation_of_privilege_1_957843,dg_df_0076_E1
dg_df_0076_th_elevation_of_privilege_1_957843,dg_df_0076_P1
dg_df_0076_th_elevation_of_privilege_1_957843,dg_df_0076_P2
dg_df_0076_th_elevation_of_privilege_1_957843,dg_df_0076_D1
dg_df_0076_th_information_disclosure_2_8074ef,dg_df_0076_E1
dg_df_0076_th_information_disclosure_2_8074ef,dg_df_0076_P1
dg_df_0076_th_information_disclosure_2_8074ef,dg_df_0076_P2
dg_df_0076_th_information_disclosure_2_8074ef,dg_df_0076_D1
dg_df_0076_th_spoofing_3_8b22b0,dg_df_0076_E1
dg_df_0076_th_spoofing_3_8b22b0,dg_df_0076_P1
dg_df_0076_th_spoofing_3_8b22b0,dg_df_0076_P2
dg_df_0076_th_spoofing_3_8b22b0,dg_df_0076_D1
dg_df_0077_th_elevation_of_privilege_1_5f73c2,dg_df_0077_E1
dg_df_0077_th_elevation_of_privilege_1_5f73c2,dg_df_0077_P1
dg_df_0077_th_elevation_of_privilege_1_5f73c2,dg_df_0077_P2
dg_df_0077_th_elevation_of_privilege_1_5f73c2,dg_df_0077_D1
dg_df_0077_th_information_disclosure_2_60476d,dg_df_0077_E1
dg_df_0077_th_information_disclosure_2_60476d,dg_df_0077_P1
dg_df_0077_th_information_disclosure_2_60476d,dg_df_0077_P2
dg_df_0077_th_information_disclosure_2_60476d,dg_df_0077_D1
dg_df_0077_th_sql_injection_3_d68e61,dg_df_0077_E1
dg_df_0077_th_sql_injection_3_d68e61,dg_df_0077_P1
dg_df_0077_th_sql_injection_3_d68e61,dg_df_0077_P2
dg_df_0077_th_sql_injection_3_d68e61,dg_df_0077_D1
dg_df_0077_th_spoofing_4_c67379,dg_df_0077_E1
dg_df_0077_th_spoofing_4_c67379,dg_df_0077_P1
dg_df_0077_th_spoofing_4_c67379,dg_df_0077_P2
dg_df_0077_th_spoofing_4_c67379,dg_df_0077_D1
dg_df_0077_th_tampering_5_18e218,dg_df_0077_E1
dg_df_0077_th_tampering_5_18e218,dg_df_0077_P1
dg_df_0077_th_tampering_5_18e218,dg_df_0077_P2
dg_df_0077_th_tampering_5_18e218,dg_df_0077_D1
dg_df_0078_th_elevation_of_privilege_1_eed27c,dg_df_0078_E1
dg_df_0078_th_elevation_of_privilege_1_eed27c,dg_df_0078_P1
dg_df_0078_th_elevation_of_privilege_1_eed27c,dg_df_0078_D1
dg_df_0078_th_information_disclosure_2_963ee5,dg_df_0078_E1
dg_df_0078_th_information_disclosure_2_963ee5,dg_df_0078_P1
dg_df_0078_th_information_disclosure_2_963ee5,dg_df_0078_D1
dg_df_0078_th_malware_upload_3_2b3c8f,dg_df_0078_E1
dg_df_0078_th_malware_upload_3_2b3c8f,dg_df_0078_P1
dg_df_0078_th_malware_upload_3_2b3c8f,dg_df_0078_D1
dg_df_0078_th_man-in-the-middle_4_7d45db,dg_df_0078_E1
dg_df_0078_th_man-in-the-middle_4_7d45db,dg_df_0078_P1
dg_df_0078_th_man-in-the-middle_4_7d45db,dg_df_0078_D1
dg_df_0078_th_spoofing_5_10d015,dg_df_0078_E1
dg_df_0078_th_spoofing_5_10d015,dg_df_0078_P1
dg_df_0078_th_spoofing_5_10d015,dg_df_0078_D1
dg_df_0078_th_tampering_6_d3978e,dg_df_0078_E1
dg_df_0078_th_tampering_6_d3978e,dg_df_0078_P1
dg_df_0078_th_tampering_6_d3978e,dg_df_0078_D1
dg_df_0080_th_elevation_of_privilege_1_490e34,dg_df_0080_E1
dg_df_0080_th_elevation_of_privilege_1_490e34,dg_df_0080_P1
dg_df_0080_th_elevation_of_privilege_1_490e34,dg_df_0080_P2
dg_df_0080_th_elevation_of_privilege_1_490e34,dg_df_0080_D1
dg_df_0080_th_information_disclosure_2_09f638,dg_df_0080_E1
dg_df_0080_th_information_disclosure_2_09f638,dg_df_0080_P1
dg_df_0080_th_information_disclosure_2_09f638,dg_df_0080_P2
dg_df_0080_th_information_disclosure_2_09f638,dg_df_0080_D1
dg_df_0080_th_spoofing_3_ed8f07,dg_df_0080_E1
dg_df_0080_th_spoofing_3_ed8f07,dg_df_0080_P1
dg_df_0080_th_spoofing_3_ed8f07,dg_df_0080_P2
dg_df_0080_th_spoofing_3_ed8f07,dg_df_0080_D1
dg_df_0081_th_elevation_of_privilege_1_3e6f69,dg_df_0081_E1
dg_df_0081_th_elevation_of_privilege_1_3e6f69,dg_df_0081_P1
dg_df_0081_th_elevation_of_privilege_1_3e6f69,dg_df_0081_D1
dg_df_0081_th_information_disclosure_2_a521e7,dg_df_0081_E1
dg_df_0081_th_information_disclosure_2_a521e7,dg_df_0081_P1
dg_df_0081_th_information_disclosure_2_a521e7,dg_df_0081_D1
dg_df_0081_th_man-in-the-middle_3_eed4c4,dg_df_0081_E1
dg_df_0081_th_man-in-the-middle_3_eed4c4,dg_df_0081_P1
dg_df_0081_th_man-in-the-middle_3_eed4c4,dg_df_0081_D1
dg_df_0081_th_spoofing_4_d2e316,dg_df_0081_E1
dg_df_0081_th_spoofing_4_d2e316,dg_df_0081_P1
dg_df_0081_th_spoofing_4_d2e316,dg_df_0081_D1
dg_df_0082_th_elevation_of_privilege_1_834180,dg_df_0082_E1
dg_df_0082_th_elevation_of_privilege_1_834180,dg_df_0082_P1
dg_df_0082_th_elevation_of_privilege_1_834180,dg_df_0082_P2
dg_df_0082_th_elevation_of_privilege_1_834180,dg_df_0082_D1
dg_df_0082_th_information_disclosure_2_d70c1c,dg_df_0082_E1
dg_df_0082_th_information_disclosure_2_d70c1c,dg_df_0082_P1
dg_df_0082_th_information_disclosure_2_d70c1c,dg_df_0082_P2
dg_df_0082_th_information_disclosure_2_d70c1c,dg_df_0082_D1
dg_df_0082_th_sql_injection_3_844bf7,dg_df_0082_E1
dg_df_0082_th_sql_injection_3_844bf7,dg_df_0082_P1
dg_df_0082_th_sql_injection_3_844bf7,dg_df_0082_P2
dg_df_0082_th_sql_injection_3_844bf7,dg_df_0082_D1
dg_df_0082_th_spoofing_4_2acc73,dg_df_0082_E1
dg_df_0082_th_spoofing_4_2acc73,dg_df_0082_P1
dg_df_0082_th_spoofing_4_2acc73,dg_df_0082_P2
dg_df_0082_th_spoofing_4_2acc73,dg_df_0082_D1
dg_df_0082_th_tampering_5_b333e5,dg_df_0082_E1
dg_df_0082_th_tampering_5_b333e5,dg_df_0082_P1
dg_df_0082_th_tampering_5_b333e5,dg_df_0082_P2
dg_df_0082_th_tampering_5_b333e5,dg_df_0082_D1
dg_df_0083_th_elevation_of_privilege_1_af24a7,dg_df_0083_E1
dg_df_0083_th_elevation_of_privilege_1_af24a7,dg_df_0083_P1
dg_df_0083_th_elevation_of_privilege_1_af24a7,dg_df_0083_P2
dg_df_0083_th_elevation_of_privilege_1_af24a7,dg_df_0083_D1
dg_df_0083_th_information_disclosure_2_926d08,dg_df_0083_E1
dg_df_0083_th_information_disclosure_2_926d08,dg_df_0083_P1
dg_df_0083_th_information_disclosure_2_926d08,dg_df_0083_P2
dg_df_0083_th_information_disclosure_2_926d08,dg_df_0083_D1
dg_df_0083_th_spoofing_3_302a57,dg_df_0083_E1
dg_df_0083_th_spoofing_3_302a57,dg_df_0083_P1
dg_df_0083_th_spoofing_3_302a57,dg_df_0083_P2
dg_df_0083_th_spoofing_3_302a57,dg_df_0083_D1
dg_df_0084_th_elevation_of_privilege_1_a13bea,dg_df_0084_E1
dg_df_0084_th_elevation_of_privilege_1_a13bea,dg_df_0084_P1
dg_df_0084_th_elevation_of_privilege_1_a13bea,dg_df_0084_P2
dg_df_0084_th_elevation_of_privilege_1_a13bea,dg_df_0084_D1
dg_df_0084_th_information_disclosure_2_65c2c1,dg_df_0084_E1
dg_df_0084_th_information_disclosure_2_65c2c1,dg_df_0084_P1
dg_df_0084_th_information_disclosure_2_65c2c1,dg_df_0084_P2
dg_df_0084_th_information_disclosure_2_65c2c1,dg_df_0084_D1
dg_df_0084_th_man-in-the-middle_3_333c92,dg_df_0084_E1
dg_df_0084_th_man-in-the-middle_3_333c92,dg_df_0084_P1
dg_df_0084_th_man-in-the-middle_3_333c92,dg_df_0084_P2
dg_df_0084_th_man-in-the-middle_3_333c92,dg_df_0084_D1
dg_df_0084_th_spoofing_4_f4a45a,dg_df_0084_E1
dg_df_0084_th_spoofing_4_f4a45a,dg_df_0084_P1
dg_df_0084_th_spoofing_4_f4a45a,dg_df_0084_P2
dg_df_0084_th_spoofing_4_f4a45a,dg_df_0084_D1
dg_df_0085_th_information_disclosure_1_f2862a,dg_df_0085_E1
dg_df_0085_th_information_disclosure_1_f2862a,dg_df_0085_P1
dg_df_0085_th_information_disclosure_1_f2862a,dg_df_0085_D1
dg_df_0085_th_malware_upload_2_cb9bc4,dg_df_0085_E1
dg_df_0085_th_malware_upload_2_cb9bc4,dg_df_0085_P1
dg_df_0085_th_malware_upload_2_cb9bc4,dg_df_0085_D1
dg_df_0085_th_man-in-the-middle_3_eda091,dg_df_0085_E1
dg_df_0085_th_man-in-the-middle_3_eda091,dg_df_0085_P1
dg_df_0085_th_man-in-the-middle_3_eda091,dg_df_0085_D1
dg_df_0085_th_tampering_4_432e73,dg_df_0085_E1
dg_df_0085_th_tampering_4_432e73,dg_df_0085_P1
dg_df_0085_th_tampering_4_432e73,dg_df_0085_D1
dg_df_0086_th_information_disclosure_1_d65334,dg_df_0086_E1
dg_df_0086_th_information_disclosure_1_d65334,dg_df_0086_P1
dg_df_0086_th_information_disclosure_1_d65334,dg_df_0086_P2
dg_df_0086_th_information_disclosure_1_d65334,dg_df_0086_D1
dg_df_0086_th_man-in-the-middle_2_38fd7c,dg_df_0086_E1
dg_df_0086_th_man-in-the-middle_2_38fd7c,dg_df_0086_P1
dg_df_0086_th_man-in-the-middle_2_38fd7c,dg_df_0086_P2
dg_df_0086_th_man-in-the-middle_2_38fd7c,dg_df_0086_D1
dg_df_0087_th_information_disclosure_1_473cd0,dg_df_0087_E1
dg_df_0087_th_information_disclosure_1_473cd0,dg_df_0087_P1
dg_df_0087_th_information_disclosure_1_473cd0,dg_df_0087_D1
dg_df_0087_th_malware_upload_2_2aeb2a,dg_df_0087_E1
dg_df_0087_th_malware_upload_2_2aeb2a,dg_df_0087_P1
dg_df_0087_th_malware_upload_2_2aeb2a,dg_df_0087_D1
dg_df_0087_th_man-in-the-middle_3_cbe47b,dg_df_0087_E1
dg_df_0087_th_man-in-the-middle_3_cbe47b,dg_df_0087_P1
dg_df_0087_th_man-in-the-middle_3_cbe47b,dg_df_0087_D1
dg_df_0087_th_tampering_4_7df157,dg_df_0087_E1
dg_df_0087_th_tampering_4_7df157,dg_df_0087_P1
dg_df_0087_th_tampering_4_7df157,dg_df_0087_D1
dg_df_0088_th_information_disclosure_1_aeaeae,dg_df_0088_E1
dg_df_0088_th_information_disclosure_1_aeaeae,dg_df_0088_P1
dg_df_0088_th_information_disclosure_1_aeaeae,dg_df_0088_D1
dg_df_0088_th_malware_upload_2_8ba835,dg_df_0088_E1
dg_df_0088_th_malware_upload_2_8ba835,dg_df_0088_P1
dg_df_0088_th_malware_upload_2_8ba835,dg_df_0088_D1
dg_df_0088_th_man-in-the-middle_3_153818,dg_df_0088_E1
dg_df_0088_th_man-in-the-middle_3_153818,dg_df_0088_P1
dg_df_0088_th_man-in-the-middle_3_153818,dg_df_0088_D1
dg_df_0088_th_tampering_4_39e98e,dg_df_0088_E1
dg_df_0088_th_tampering_4_39e98e,dg_df_0088_P1
dg_df_0088_th_tampering_4_39e98e,dg_df_0088_D1
dg_df_0089_th_elevation_of_privilege_1_709725,dg_df_0089_E1
dg_df_0089_th_elevation_of_privilege_1_709725,dg_df_0089_P1
dg_df_0089_th_elevation_of_privilege_1_709725,dg_df_0089_P2
dg_df_0089_th_elevation_of_privilege_1_709725,dg_df_0089_D1
dg_df_0089_th_information_disclosure_2_1e3860,dg_df_0089_E1
dg_df_0089_th_information_disclosure_2_1e3860,dg_df_0089_P1
dg_df_0089_th_information_disclosure_2_1e3860,dg_df_0089_P2
dg_df_0089_th_information_disclosure_2_1e3860,dg_df_0089_D1
dg_df_0089_th_spoofing_3_95eb65,dg_df_0089_E1
dg_df_0089_th_spoofing_3_95eb65,dg_df_0089_P1
dg_df_0089_th_spoofing_3_95eb65,dg_df_0089_P2
dg_df_0089_th_spoofing_3_95eb65,dg_df_0089_D1
dg_df_0090_th_elevation_of_privilege_1_d7beff,dg_df_0090_E1
dg_df_0090_th_elevation_of_privilege_1_d7beff,dg_df_0090_P1
dg_df_0090_th_elevation_of_privilege_1_d7beff,dg_df_0090_D1
dg_df_0090_th_information_disclosure_2_d9ae47,dg_df_0090_E1
dg_df_0090_th_information_disclosure_2_d9ae47,dg_df_0090_P1
dg_df_0090_th_information_disclosure_2_d9ae47,dg_df_0090_D1
dg_df_0090_th_malware_upload_3_b8e1bf,dg_df_0090_E1
dg_df_0090_th_malware_upload_3_b8e1bf,dg_df_0090_P1
dg_df_0090_th_malware_upload_3_b8e1bf,dg_df_0090_D1
dg_df_0090_th_man-in-the-middle_4_b62d07,dg_df_0090_E1
dg_df_0090_th_man-in-the-middle_4_b62d07,dg_df_0090_P1
dg_df_0090_th_man-in-the-middle_4_b62d07,dg_df_0090_D1
dg_df_0090_th_spoofing_5_1676b2,dg_df_0090_E1
dg_df_0090_th_spoofing_5_1676b2,dg_df_0090_P1
dg_df_0090_th_spoofing_5_1676b2,dg_df_0090_D1
dg_df_0090_th_tampering_6_74fc44,dg_df_0090_E1
dg_df_0090_th_tampering_6_74fc44,dg_df_0090_P1
dg_df_0090_th_tampering_6_74fc44,dg_df_0090_D1
dg_df_0091_th_elevation_of_privilege_1_4a06c7,dg_df_0091_E1
dg_df_0091_th_elevation_of_privilege_1_4a06c7,dg_df_0091_P1
dg_df_0091_th_elevation_of_privilege_1_4a06c7,dg_df_0091_P2
dg_df_0091_th_elevation_of_privilege_1_4a06c7,dg_df_0091_D1
dg_df_0091_th_information_disclosure_2_edd596,dg_df_0091_E1
dg_df_0091_th_information_disclosure_2_edd596,dg_df_0091_P1
dg_df_0091_th_information_disclosure_2_edd596,dg_df_0091_P2
dg_df_0091_th_information_disclosure_2_edd596,dg_df_0091_D1
dg_df_0091_th_spoofing_3_e7e84b,dg_df_0091_E1
dg_df_0091_th_spoofing_3_e7e84b,dg_df_0091_P1
dg_df_0091_th_spoofing_3_e7e84b,dg_df_0091_P2
dg_df_0091_th_spoofing_3_e7e84b,dg_df_0091_D1
dg_df_0092_th_elevation_of_privilege_1_d2c0f7,dg_df_0092_E1
dg_df_0092_th_elevation_of_privilege_1_d2c0f7,dg_df_0092_P1
dg_df_0092_th_elevation_of_privilege_1_d2c0f7,dg_df_0092_P2
dg_df_0092_th_elevation_of_privilege_1_d2c0f7,dg_df_0092_D1
dg_df_0092_th_information_disclosure_2_dddd5a,dg_df_0092_E1
dg_df_0092_th_information_disclosure_2_dddd5a,dg_df_0092_P1
dg_df_0092_th_information_disclosure_2_dddd5a,dg_df_0092_P2
dg_df_0092_th_information_disclosure_2_dddd5a,dg_df_0092_D1
dg_df_0092_th_man-in-the-middle_3_9ce5d6,dg_df_0092_E1
dg_df_0092_th_man-in-the-middle_3_9ce5d6,dg_df_0092_P1
dg_df_0092_th_man-in-the-middle_3_9ce5d6,dg_df_0092_P2
dg_df_0092_th_man-in-the-middle_3_9ce5d6,dg_df_0092_D1
dg_df_0092_th_spoofing_4_6f20be,dg_df_0092_E1
dg_df_0092_th_spoofing_4_6f20be,dg_df_0092_P1
dg_df_0092_th_spoofing_4_6f20be,dg_df_0092_P2
dg_df_0092_th_spoofing_4_6f20be,dg_df_0092_D1
dg_df_0093_th_elevation_of_privilege_1_ae1eaf,dg_df_0093_E1
