key,name,threat_type,criticality,status,impact,likelihood,risk_level,pos_x,pos_y,width,height
dg_df_0095_th_elevation_of_privilege_1_c61c3e,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0095_th_information_disclosure_2_609912,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0095_th_man-in-the-middle_3_4cb994,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0095_th_spoofing_4_c27afc,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0096_th_elevation_of_privilege_1_3151d5,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0096_th_information_disclosure_2_b88073,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0096_th_spoofing_3_667432,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0097_th_elevation_of_privilege_1_7c79d9,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0097_th_information_disclosure_2_957066,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0097_th_spoofing_3_6c2ca0,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0098_th_elevation_of_privilege_1_775bad,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0098_th_information_disclosure_2_b82d70,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0098_th_man-in-the-middle_3_ba7986,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0098_th_sql_injection_4_7b5f02,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0098_th_spoofing_5_68730e,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0098_th_tampering_6_ea79d2,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0099_th_information_disclosure_1_6c1c11,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0099_th_man-in-the-middle_2_d73f4f,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0100_th_information_disclosure_1_a90aea,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0100_th_malware_upload_2_5db856,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0100_th_man-in-the-middle_3_49648b,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0100_th_tampering_4_2acd4e,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0101_th_elevation_of_privilege_1_92db03,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0101_th_information_disclosure_2_9275b7,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0101_th_man-in-the-middle_3_383a07,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0101_th_sql_injection_4_ae1257,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0101_th_spoofing_5_df9ec1,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0101_th_tampering_6_3ac105,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0102_th_elevation_of_privilege_1_4841ab,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0102_th_information_disclosure_2_a89d61,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0102_th_man-in-the-middle_3_0c0630,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0102_th_sql_injection_4_5e3f40,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0102_th_spoofing_5_a070ac,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0102_th_tampering_6_3c7384,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0104_th_information_disclosure_1_1c45f1,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0104_th_man-in-the-middle_2_c513e4,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0105_th_elevation_of_privilege_1_e540b7,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0105_th_information_disclosure_2_4232f7,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0105_th_sql_injection_3_16051a,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0105_th_spoofing_4_9434bc,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0105_th_tampering_5_dbc53c,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0106_th_elevation_of_privilege_1_a7c55d,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0106_th_information_disclosure_2_b6c96d,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0106_th_spoofing_3_d10a05,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0107_th_information_disclosure_1_51bba7,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0107_th_man-in-the-middle_2_e2a71c,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0108_th_elevation_of_privilege_1_82c92e,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0108_th_information_disclosure_2_e25007,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0108_th_sql_injection_3_ccee17,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0108_th_spoofing_4_62131f,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0108_th_tampering_5_40795a,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0109_th_elevation_of_privilege_1_12c042,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0109_th_information_disclosure_2_dfc8ec,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0109_th_spoofing_3_5644bf,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0110_th_malware_upload_1_4cd4cb,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0110_th_tampering_2_cc8d89,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0111_th_information_disclosure_1_150476,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0111_th_malware_upload_2_77c8f3,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0111_th_man-in-the-middle_3_8f05ac,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0111_th_tampering_4_eb86f6,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0112_th_elevation_of_privilege_1_3c6a66,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0112_th_information_disclosure_2_bd227a,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0112_th_man-in-the-middle_3_bd9c66,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0112_th_spoofing_4_1c7e0e,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0113_th_elevation_of_privilege_1_4db835,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0113_th_information_disclosure_2_4419f0,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0113_th_man-in-the-middle_3_f864c9,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0113_th_sql_injection_4_b12c36,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0113_th_spoofing_5_977d1d,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0113_th_tampering_6_8bde55,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0114_th_elevation_of_privilege_1_4c52dc,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0114_th_information_disclosure_2_12d5b4,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0114_th_spoofing_3_2f5940,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0115_th_elevation_of_privilege_1_97dcc2,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0115_th_information_disclosure_2_53eb64,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0115_th_spoofing_3_a19203,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0116_th_malware_upload_1_36bc65,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0116_th_tampering_2_35fd59,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0117_th_elevation_of_privilege_1_050649,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0117_th_information_disclosure_2_23ed46,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0117_th_man-in-the-middle_3_88961a,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0117_th_spoofing_4_979ae6,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0118_th_elevation_of_privilege_1_91c4d1,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0118_th_information_disclosure_2_b01069,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0118_th_sql_injection_3_44bf2c,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0118_th_spoofing_4_443c47,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0118_th_tampering_5_f35625,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0119_th_elevation_of_privilege_1_9066e3,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0119_th_information_disclosure_2_8c7217,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0119_th_man-in-the-middle_3_e4a175,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0119_th_sql_injection_4_511be7,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0119_th_spoofing_5_c52cc2,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0119_th_tampering_6_18a01f,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0120_th_elevation_of_privilege_1_ac764d,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0120_th_information_disclosure_2_0b416a,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0120_th_spoofing_3_dd4b01,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0121_th_information_disclosure_1_dad6ae,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0121_th_man-in-the-middle_2_69b0d3,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0122_th_information_disclosure_1_ecd0a6,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0122_th_malware_upload_2_a0de3d,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0122_th_man-in-the-middle_3_36b2ff,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0122_th_tampering_4_ba86c4,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0123_th_elevation_of_privilege_1_fa0e25,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0123_th_information_disclosure_2_0a62b1,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0123_th_sql_injection_3_448309,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0123_th_spoofing_4_e0e324,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0123_th_tampering_5_893901,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0124_th_elevation_of_privilege_1_667895,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0124_th_information_disclosure_2_704004,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0124_th_man-in-the-middle_3_92715e,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0124_th_sql_injection_4_a87493,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0124_th_spoofing_5_751823,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0124_th_tampering_6_57a375,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0125_th_elevation_of_privilege_1_d0928a,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0125_th_information_disclosure_2_814886,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0125_th_sql_injection_3_6cd459,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0125_th_spoofing_4_fbb4e1,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0125_th_tampering_5_f74403,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0126_th_elevation_of_privilege_1_2ef176,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0126_th_information_disclosure_2_9f85bd,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0126_th_man-in-the-middle_3_cd709f,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0126_th_sql_injection_4_713411,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0126_th_spoofing_5_a05e9c,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0126_th_tampering_6_bff768,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0127_th_elevation_of_privilege_1_ee3857,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0127_th_information_disclosure_2_d0e9e4,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0127_th_sql_injection_3_0c94f6,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0127_th_spoofing_4_502207,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0127_th_tampering_5_cf76a9,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0128_th_elevation_of_privilege_1_3c7f13,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0128_th_information_disclosure_2_3d7955,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0128_th_spoofing_3_8d627d,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0129_th_elevation_of_privilege_1_a0a12e,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0129_th_information_disclosure_2_f1de8d,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0129_th_sql_injection_3_e24c94,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0129_th_spoofing_4_3995da,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0129_th_tampering_5_9aa18c,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0130_th_elevation_of_privilege_1_429974,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0130_th_information_disclosure_2_295960,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0130_th_man-in-the-middle_3_883d8b,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0130_th_spoofing_4_adf4b6,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0131_th_elevation_of_privilege_1_824552,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0131_th_information_disclosure_2_e6ba92,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0131_th_spoofing_3_7600a6,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0132_th_elevation_of_privilege_1_9c08e4,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0132_th_information_disclosure_2_c1a99c,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0132_th_spoofing_3_77e987,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0133_th_information_disclosure_1_f5bae7,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0133_th_malware_upload_2_e71bc5,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0133_th_man-in-the-middle_3_f4ea5e,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0133_th_tampering_4_0802c0,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0134_th_information_disclosure_1_77ce99,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0134_th_malware_upload_2_1533a5,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0134_th_man-in-the-middle_3_4cdbe7,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0134_th_tampering_4_3640cf,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0135_th_elevation_of_privilege_1_d5d93f,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0135_th_information_disclosure_2_b082e0,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0135_th_sql_injection_3_5af989,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0135_th_spoofing_4_49d202,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0135_th_tampering_5_149c4c,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0136_th_elevation_of_privilege_1_5d0c5d,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0136_th_information_disclosure_2_8c6f8d,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0136_th_spoofing_3_b90cd9,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0137_th_information_disclosure_1_f295fc,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0137_th_malware_upload_2_a4aa4d,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0137_th_man-in-the-middle_3_ab509f,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0137_th_tampering_4_274b67,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0138_th_information_disclosure_1_dd3aba,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0138_th_man-in-the-middle_2_925d15,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0139_th_elevation_of_privilege_1_444820,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0139_th_information_disclosure_2_329c08,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0139_th_man-in-the-middle_3_4388f4,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0139_th_spoofing_4_97701d,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0140_th_elevation_of_privilege_1_669fb6,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0140_th_information_disclosure_2_3bad34,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0140_th_spoofing_3_268bca,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0141_th_information_disclosure_1_73589f,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0141_th_man-in-the-middle_2_66eda1,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0142_th_malware_upload_1_c361f9,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0142_th_sql_injection_2_536d49,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0142_th_tampering_3_0cdfc6,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0143_th_information_disclosure_1_77995b,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0143_th_man-in-the-middle_2_84eac1,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0146_th_sql_injection_1_646438,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0146_th_tampering_2_ac2660,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0147_th_elevation_of_privilege_1_a4b8ff,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0147_th_information_disclosure_2_2164ba,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0147_th_sql_injection_3_7a3830,SQL Injection,SQL Injection,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0147_th_spoofing_4_d7f9fa,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0147_th_tampering_5_71318e,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0148_th_elevation_of_privilege_1_4a2276,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0148_th_information_disclosure_2_82add2,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0148_th_spoofing_3_fc616f,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0149_th_elevation_of_privilege_1_462461,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0149_th_information_disclosure_2_bfc93a,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0149_th_man-in-the-middle_3_2685c8,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0149_th_spoofing_4_d1cd82,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0150_th_elevation_of_privilege_1_b92546,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0150_th_information_disclosure_2_95378e,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0150_th_spoofing_3_86ed17,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0151_th_information_disclosure_1_c52182,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0151_th_man-in-the-middle_2_6bb45b,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0152_th_information_disclosure_1_c60382,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0152_th_man-in-the-middle_2_7f950f,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0153_th_information_disclosure_1_d2e747,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0153_th_man-in-the-middle_2_d5d835,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0154_th_elevation_of_privilege_1_8b93df,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0154_th_information_disclosure_2_28f2fa,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0154_th_malware_upload_3_00cccf,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0154_th_man-in-the-middle_4_226e9f,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0154_th_spoofing_5_344eaa,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0154_th_tampering_6_f0778c,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0155_th_elevation_of_privilege_1_24a5de,Elevation of Privilege,Elevation of Privilege,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0155_th_information_disclosure_2_c47de0,Information Disclosure,Information Disclosure,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0155_th_malware_upload_3_c1a448,Malware Upload,Malware Upload,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0155_th_man-in-the-middle_4_e95b63,Man-in-the-Middle,Man-in-the-Middle,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0155_th_spoofing_5_237e21,Spoofing,Spoofing,high,identified,,,,0.0,0.0,160.0,80.0
dg_df_0155_th_tampering_6_823b23,Tampering,Tampering,high,identified,,,,0.0,0.0,160.0,80.0
