key,type,name,description,zone,owner,criticality,dfd_level,pos_x,pos_y,width,height
dg_df_0120_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0121_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0121_P1,Process,API Gateway,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0121_P2,Process,ETL Worker,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0121_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0122_E1,ExternalEntity,User UO,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0122_P1,Process,File Service LL,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0122_D1,DataStore,Blob Storage,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0123_E1,ExternalEntity,User BY,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0123_P1,Process,Order Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0123_P2,Process,Payment Service,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0123_D1,DataStore,Orders DB ZM,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0124_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0124_P1,Process,Auth Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0124_D1,DataStore,User DB,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0125_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0125_P1,Process,Order Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0125_P2,Process,Payment Service UM,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0125_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0126_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0126_P1,Process,Auth Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0126_D1,DataStore,User DB BV,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0127_E1,ExternalEntity,User XY,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0127_P1,Process,Order Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0127_P2,Process,Payment Service CK,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0127_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0128_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0128_P1,Process,Order Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0128_P2,Process,Payment Service RA,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0128_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0129_E1,ExternalEntity,User MG,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0129_P1,Process,Order Service FQ,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0129_P2,Process,Payment Service LU,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0129_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0130_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0130_P1,Process,Admin Portal,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0130_P2,Process,API Gateway JQ,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0130_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0131_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0131_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0131_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0131_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0132_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0132_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0132_P2,Process,API Gateway QH,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0132_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0133_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0133_P1,Process,File Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0133_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0134_E1,ExternalEntity,User WW,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0134_P1,Process,File Service QS,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0134_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0135_E1,ExternalEntity,User SE,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0135_P1,Process,Auth Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0135_D1,DataStore,User DB,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0136_E1,ExternalEntity,Admin NK,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0136_P1,Process,Admin Portal FF,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0136_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0136_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0137_E1,ExternalEntity,User,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0137_P1,Process,File Service CZ,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0137_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0138_E1,ExternalEntity,Device Agent,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0138_P1,Process,API Gateway UO,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0138_P2,Process,ETL Worker GK,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0138_D1,DataStore,Metrics DB,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0139_E1,ExternalEntity,Admin QH,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0139_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0139_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0139_D1,DataStore,Logs WD,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0140_E1,ExternalEntity,Admin RG,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0140_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0140_P2,Process,API Gateway RC,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0140_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0141_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0141_P1,Process,API Gateway OE,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0141_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0141_D1,DataStore,Metrics DB OG,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0142_E1,ExternalEntity,User NC,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0142_P1,Process,File Service GZ,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0142_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0143_E1,ExternalEntity,Device Agent,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0143_P1,Process,API Gateway ZQ,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0143_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0143_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0144_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0144_P1,Process,Admin Portal JS,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0144_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0144_D1,DataStore,Logs RM,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0145_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0145_P1,Process,API Gateway,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0145_P2,Process,ETL Worker SI,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0145_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0146_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0146_P1,Process,API Gateway NF,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0146_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0146_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0147_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0147_P1,Process,Order Service NO,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0147_P2,Process,Payment Service,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0147_D1,DataStore,Orders DB OO,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0148_E1,ExternalEntity,Admin,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0148_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0148_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0148_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0149_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0149_P1,Process,API Gateway SX,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0149_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0149_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0150_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0150_P1,Process,Admin Portal UR,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0150_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0150_D1,DataStore,Logs JU,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0151_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0151_P1,Process,API Gateway GF,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0151_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0151_D1,DataStore,Metrics DB,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0152_E1,ExternalEntity,Device Agent AR,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0152_P1,Process,API Gateway JW,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0152_P2,Process,ETL Worker MP,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0152_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0153_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0153_P1,Process,API Gateway,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0153_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0153_D1,DataStore,Metrics DB OO,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0154_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0154_P1,Process,File Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0154_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0155_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0155_P1,Process,File Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0155_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0156_E1,ExternalEntity,User QC,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0156_P1,Process,Auth Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0156_D1,DataStore,User DB,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0157_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0157_P1,Process,Admin Portal,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0157_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0157_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0158_E1,ExternalEntity,User WL,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0158_P1,Process,File Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0158_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0159_E1,ExternalEntity,Device Agent QE,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0159_P1,Process,API Gateway,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0159_P2,Process,ETL Worker DL,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0159_D1,DataStore,Metrics DB MI,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0160_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0160_P1,Process,File Service TG,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0160_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0161_E1,ExternalEntity,Device Agent,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0161_P1,Process,API Gateway,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0161_P2,Process,ETL Worker QI,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0161_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0162_E1,ExternalEntity,Device Agent,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0162_P1,Process,API Gateway,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0162_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0162_D1,DataStore,Metrics DB SE,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0163_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0163_P1,Process,File Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0163_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0164_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0164_P1,Process,API Gateway,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0164_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0164_D1,DataStore,Metrics DB YF,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0165_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0165_P1,Process,Order Service,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0165_P2,Process,Payment Service,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0165_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0166_E1,ExternalEntity,Admin TY,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0166_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0166_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0166_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0167_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0167_P1,Process,API Gateway IM,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0167_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0167_D1,DataStore,Metrics DB,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0168_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0168_P1,Process,API Gateway LU,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0168_P2,Process,ETL Worker OB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0168_D1,DataStore,Metrics DB NU,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0169_E1,ExternalEntity,Device Agent VF,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0169_P1,Process,API Gateway,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0169_P2,Process,ETL Worker BY,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0169_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0170_E1,ExternalEntity,Admin EH,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0170_P1,Process,Admin Portal,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0170_P2,Process,API Gateway RR,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0170_D1,DataStore,Logs,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0171_E1,ExternalEntity,Admin MT,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0171_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0171_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0171_D1,DataStore,Logs BG,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0172_E1,ExternalEntity,Admin QP,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0172_P1,Process,Admin Portal DR,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0172_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0172_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0173_E1,ExternalEntity,User ET,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0173_P1,Process,Order Service OG,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0173_P2,Process,Payment Service,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0173_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0174_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0174_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0174_P2,Process,API Gateway,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0174_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0175_E1,ExternalEntity,Device Agent XR,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0175_P1,Process,API Gateway,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0175_P2,Process,ETL Worker NE,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0175_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0176_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0176_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0176_P2,Process,API Gateway,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0176_D1,DataStore,Logs SK,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0177_E1,ExternalEntity,User DQ,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0177_P1,Process,Order Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0177_P2,Process,Payment Service XB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0177_D1,DataStore,Orders DB RP,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0178_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0178_P1,Process,Order Service SQ,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0178_P2,Process,Payment Service,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0178_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0179_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0179_P1,Process,Order Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0179_P2,Process,Payment Service,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0179_D1,DataStore,Orders DB FH,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0180_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0180_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0180_P2,Process,API Gateway NO,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0180_D1,DataStore,Logs,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0181_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0181_P1,Process,Order Service NE,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0181_P2,Process,Payment Service FC,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0181_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0182_E1,ExternalEntity,User XC,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0182_P1,Process,Auth Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0182_D1,DataStore,User DB,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0183_E1,ExternalEntity,Admin OO,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0183_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0183_P2,Process,API Gateway,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0183_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0184_E1,ExternalEntity,Device Agent,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0184_P1,Process,API Gateway IQ,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0184_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0184_D1,DataStore,Metrics DB XG,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0185_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0185_P1,Process,API Gateway QU,,dmz,,medium,1,0.0,0.0,180.0,100.0
dg_df_0185_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0185_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0186_E1,ExternalEntity,User KP,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0186_P1,Process,Order Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0186_P2,Process,Payment Service QB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0186_D1,DataStore,Orders DB PT,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0187_E1,ExternalEntity,User,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0187_P1,Process,Order Service,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0187_P2,Process,Payment Service,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0187_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0188_E1,ExternalEntity,Device Agent ZR,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0188_P1,Process,API Gateway,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0188_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0188_D1,DataStore,Metrics DB DU,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0189_E1,ExternalEntity,Admin,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0189_P1,Process,Admin Portal,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0189_P2,Process,API Gateway MR,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0189_D1,DataStore,Logs,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0190_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0190_P1,Process,File Service ME,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0190_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0191_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0191_P1,Process,File Service,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0191_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0192_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0192_P1,Process,Auth Service EK,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0192_D1,DataStore,User DB,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0193_E1,ExternalEntity,Device Agent,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0193_P1,Process,API Gateway,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0193_P2,Process,ETL Worker,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0193_D1,DataStore,Metrics DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0194_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0194_P1,Process,Auth Service CC,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0194_D1,DataStore,User DB HF,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0195_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0195_P1,Process,Order Service MY,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0195_P2,Process,Payment Service,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0195_D1,DataStore,Orders DB,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0196_E1,ExternalEntity,User,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0196_P1,Process,Order Service,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0196_P2,Process,Payment Service SU,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0196_D1,DataStore,Orders DB QY,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0197_E1,ExternalEntity,User,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0197_P1,Process,File Service,,vendor,,medium,1,0.0,0.0,180.0,100.0
dg_df_0197_D1,DataStore,Blob Storage,,internal,,medium,1,0.0,0.0,180.0,100.0
dg_df_0198_E1,ExternalEntity,User SP,,internet,,medium,1,0.0,0.0,180.0,100.0
dg_df_0198_P1,Process,Auth Service OI,,app,,medium,1,0.0,0.0,180.0,100.0
dg_df_0198_D1,DataStore,User DB,,app,,medium,1,0.0,0.0,180.0,100.0
