from_key,to_key,label,description,payload_schema,protocol,method,frequency,pii,confidentiality,integrity,availability,auth_required,encryption_in_transit
dg_df_0044_P1,dg_df_0044_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0045_E1,dg_df_0045_P2,F1,,,HTTPS,,,1,medium,medium,medium,1,1
dg_df_0045_P2,dg_df_0045_P2,F2,,,HTTP,,,1,medium,medium,medium,0,0
dg_df_0045_P1,dg_df_0045_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0046_E1,dg_df_0046_P1,F1,,,HTTP,,,1,medium,medium,medium,0,0
dg_df_0046_P1,dg_df_0046_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0047_E1,dg_df_0047_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0047_P2,dg_df_0047_P2,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0047_P1,dg_df_0047_D1,F3,,,NoSQL,,,1,high,medium,medium,0,0
dg_df_0048_E1,dg_df_0048_P1,F1,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0048_P1,dg_df_0048_P1,F2,,,SQL,,,0,medium,medium,medium,0,0
dg_df_0048_P1,dg_df_0048_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0049_E1,dg_df_0049_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0049_P1,dg_df_0049_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0050_E1,dg_df_0050_P2,F1,,,HTTPS,,,1,medium,medium,medium,1,1
dg_df_0050_P2,dg_df_0050_P1,F2,,,gRPC,,,0,medium,medium,medium,0,0
dg_df_0050_P1,dg_df_0050_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0051_E1,dg_df_0051_P1,F1,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0051_P2,dg_df_0051_P1,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0051_P1,dg_df_0051_D1,F3,,,gRPC,,,0,high,medium,medium,0,0
dg_df_0052_E1,dg_df_0052_P2,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0052_P2,dg_df_0052_P1,F2,,,WebSocket,,,0,high,medium,medium,0,0
dg_df_0052_P2,dg_df_0052_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0053_E1,dg_df_0053_P1,F1,,,HTTPS,,,1,medium,medium,medium,1,1
dg_df_0053_P1,dg_df_0053_P2,F2,,,HTTPS,,,0,high,medium,medium,1,1
dg_df_0053_P2,dg_df_0053_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0054_E1,dg_df_0054_P1,F1,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0054_P1,dg_df_0054_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0055_E1,dg_df_0055_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0055_P2,dg_df_0055_P2,F2,,,gRPC,,,1,medium,medium,medium,0,0
dg_df_0055_P2,dg_df_0055_D1,F3,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0056_E1,dg_df_0056_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0056_P1,dg_df_0056_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0057_E1,dg_df_0057_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0057_P2,dg_df_0057_P1,F2,,,AMQP,,,1,high,medium,medium,0,0
dg_df_0057_P2,dg_df_0057_D1,F3,,,NoSQL,,,1,medium,medium,medium,0,0
dg_df_0058_E1,dg_df_0058_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0058_P1,dg_df_0058_P1,F2,,,gRPC,,,1,medium,medium,medium,0,0
dg_df_0058_P2,dg_df_0058_D1,F3,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0059_E1,dg_df_0059_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0059_P1,dg_df_0059_P1,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0059_P1,dg_df_0059_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0060_E1,dg_df_0060_P1,F1,,,WebSocket,,,0,high,medium,medium,0,0
dg_df_0060_P1,dg_df_0060_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0061_E1,dg_df_0061_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0061_P1,dg_df_0061_D1,F2,,,SQL,,,0,medium,medium,medium,0,0
dg_df_0062_E1,dg_df_0062_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0062_P1,dg_df_0062_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0063_E1,dg_df_0063_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0063_P1,dg_df_0063_D1,F2,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0064_E1,dg_df_0064_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0064_P1,dg_df_0064_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0064_P1,dg_df_0064_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0065_E1,dg_df_0065_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0065_P1,dg_df_0065_D1,F2,,,SQL,,,0,medium,medium,medium,0,0
dg_df_0066_E1,dg_df_0066_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0066_P2,dg_df_0066_P2,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0066_P2,dg_df_0066_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0067_E1,dg_df_0067_P1,F1,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0067_P1,dg_df_0067_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0068_E1,dg_df_0068_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0068_P1,dg_df_0068_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0068_P2,dg_df_0068_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0069_E1,dg_df_0069_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0069_P1,dg_df_0069_D1,F2,,,SQL,,,1,high,medium,medium,0,0
dg_df_0070_E1,dg_df_0070_P1,F1,,,HTTPS,,,1,medium,medium,medium,1,1
dg_df_0070_P1,dg_df_0070_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0071_E1,dg_df_0071_P1,F1,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0071_P1,dg_df_0071_D1,F2,,,S3,,,1,high,medium,medium,0,0
dg_df_0072_E1,dg_df_0072_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0072_P1,dg_df_0072_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0073_E1,dg_df_0073_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0073_P1,dg_df_0073_P1,F2,,,S3,,,1,medium,medium,medium,0,0
dg_df_0073_P1,dg_df_0073_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0074_E1,dg_df_0074_P1,F1,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0074_P1,dg_df_0074_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0075_E1,dg_df_0075_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0075_P1,dg_df_0075_P1,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0075_P1,dg_df_0075_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0076_E1,dg_df_0076_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0076_P2,dg_df_0076_P2,F2,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0076_P1,dg_df_0076_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0077_E1,dg_df_0077_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0077_P1,dg_df_0077_P1,F2,,,gRPC,,,1,medium,medium,medium,0,0
dg_df_0077_P1,dg_df_0077_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0078_E1,dg_df_0078_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0078_P1,dg_df_0078_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0079_E1,dg_df_0079_P2,F1,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0079_P1,dg_df_0079_P1,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0079_P1,dg_df_0079_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0080_E1,dg_df_0080_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0080_P1,dg_df_0080_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0080_P2,dg_df_0080_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0081_E1,dg_df_0081_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0081_P1,dg_df_0081_D1,F2,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0082_E1,dg_df_0082_P2,F1,,,HTTPS,,,0,high,medium,medium,1,1
dg_df_0082_P1,dg_df_0082_P2,F2,,,SSH,,,1,high,medium,medium,1,1
dg_df_0082_P1,dg_df_0082_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0083_E1,dg_df_0083_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0083_P1,dg_df_0083_P1,F2,,,WebSocket,,,1,medium,medium,medium,0,0
dg_df_0083_P2,dg_df_0083_D1,F3,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0084_E1,dg_df_0084_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0084_P2,dg_df_0084_P1,F2,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0084_P2,dg_df_0084_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0085_E1,dg_df_0085_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0085_P1,dg_df_0085_D1,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0086_E1,dg_df_0086_P2,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0086_P2,dg_df_0086_P1,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0086_P1,dg_df_0086_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0087_E1,dg_df_0087_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0087_P1,dg_df_0087_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0088_E1,dg_df_0088_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0088_P1,dg_df_0088_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0089_E1,dg_df_0089_P2,F1,,,AMQP,,,1,high,medium,medium,0,0
dg_df_0089_P1,dg_df_0089_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0089_P2,dg_df_0089_D1,F3,,,HTTPS,,,0,high,medium,medium,1,1
dg_df_0090_E1,dg_df_0090_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0090_P1,dg_df_0090_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0091_E1,dg_df_0091_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0091_P2,dg_df_0091_P2,F2,,,HTTP,,,1,medium,medium,medium,0,0
dg_df_0091_P1,dg_df_0091_D1,F3,,,AMQP,,,1,high,medium,medium,0,0
dg_df_0092_E1,dg_df_0092_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0092_P1,dg_df_0092_P2,F2,,,AMQP,,,1,high,medium,medium,0,0
dg_df_0092_P2,dg_df_0092_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0093_E1,dg_df_0093_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0093_P1,dg_df_0093_P2,F2,,,AMQP,,,1,high,medium,medium,0,0
dg_df_0093_P1,dg_df_0093_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0094_E1,dg_df_0094_P2,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0094_P1,dg_df_0094_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0094_P1,dg_df_0094_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0095_E1,dg_df_0095_P1,F1,,,S3,,,1,high,medium,medium,0,0
dg_df_0095_P1,dg_df_0095_D1,F2,,,WebSocket,,,1,high,medium,medium,0,0
dg_df_0096_E1,dg_df_0096_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0096_P1,dg_df_0096_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0096_P1,dg_df_0096_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0097_E1,dg_df_0097_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0097_P2,dg_df_0097_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0097_P2,dg_df_0097_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0098_E1,dg_df_0098_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0098_P1,dg_df_0098_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0099_E1,dg_df_0099_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0099_P1,dg_df_0099_P1,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0099_P1,dg_df_0099_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0100_E1,dg_df_0100_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0100_P1,dg_df_0100_D1,F2,,,HTTPS,,,0,high,medium,medium,1,1
dg_df_0101_E1,dg_df_0101_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0101_P1,dg_df_0101_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0102_E1,dg_df_0102_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0102_P1,dg_df_0102_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0103_E1,dg_df_0103_P2,F1,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0103_P2,dg_df_0103_P2,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0103_P1,dg_df_0103_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0104_E1,dg_df_0104_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0104_P1,dg_df_0104_P1,F2,,,WebSocket,,,0,medium,medium,medium,0,0
dg_df_0104_P1,dg_df_0104_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0105_E1,dg_df_0105_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0105_P1,dg_df_0105_P2,F2,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0105_P1,dg_df_0105_D1,F3,,,SQL,,,0,high,medium,medium,0,0
dg_df_0106_E1,dg_df_0106_P1,F1,,,SSH,,,1,medium,medium,medium,1,1
dg_df_0106_P1,dg_df_0106_P1,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0106_P2,dg_df_0106_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0107_E1,dg_df_0107_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0107_P2,dg_df_0107_P2,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0107_P1,dg_df_0107_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0108_E1,dg_df_0108_P1,F1,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0108_P2,dg_df_0108_P1,F2,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0108_P2,dg_df_0108_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0109_E1,dg_df_0109_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0109_P2,dg_df_0109_P1,F2,,,S3,,,0,medium,medium,medium,0,0
dg_df_0109_P1,dg_df_0109_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0110_E1,dg_df_0110_P1,F1,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0110_P1,dg_df_0110_D1,F2,,,HTTPS,,,0,high,medium,medium,1,1
dg_df_0111_E1,dg_df_0111_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0111_P1,dg_df_0111_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0112_E1,dg_df_0112_P1,F1,,,AMQP,,,1,high,medium,medium,0,0
dg_df_0112_P1,dg_df_0112_P2,F2,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0112_P2,dg_df_0112_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0113_E1,dg_df_0113_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0113_P1,dg_df_0113_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0114_E1,dg_df_0114_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0114_P1,dg_df_0114_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0114_P2,dg_df_0114_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0115_E1,dg_df_0115_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0115_P2,dg_df_0115_P1,F2,,,SSH,,,0,medium,medium,medium,1,1
dg_df_0115_P2,dg_df_0115_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0116_E1,dg_df_0116_P1,F1,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0116_P1,dg_df_0116_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0117_E1,dg_df_0117_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0117_P2,dg_df_0117_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0117_P2,dg_df_0117_D1,F3,,,WebSocket,,,0,high,medium,medium,0,0
dg_df_0118_E1,dg_df_0118_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0118_P2,dg_df_0118_P2,F2,,,gRPC,,,1,medium,medium,medium,0,0
dg_df_0118_P2,dg_df_0118_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0119_E1,dg_df_0119_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0119_P1,dg_df_0119_D1,F2,,,SQL,,,1,high,medium,medium,0,0
dg_df_0120_E1,dg_df_0120_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0120_P1,dg_df_0120_P2,F2,,,gRPC,,,0,medium,medium,medium,0,0
dg_df_0120_P1,dg_df_0120_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0121_E1,dg_df_0121_P2,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0121_P1,dg_df_0121_P1,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0121_P2,dg_df_0121_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0122_E1,dg_df_0122_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0122_P1,dg_df_0122_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0123_E1,dg_df_0123_P2,F1,,,AMQP,,,1,high,medium,medium,0,0
dg_df_0123_P1,dg_df_0123_P1,F2,,,gRPC,,,1,medium,medium,medium,0,0
dg_df_0123_P1,dg_df_0123_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0124_E1,dg_df_0124_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0124_P1,dg_df_0124_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0125_E1,dg_df_0125_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0125_P1,dg_df_0125_P2,F2,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0125_P2,dg_df_0125_D1,F3,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0126_E1,dg_df_0126_P1,F1,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0126_P1,dg_df_0126_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0127_E1,dg_df_0127_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0127_P1,dg_df_0127_P1,F2,,,gRPC,,,1,medium,medium,medium,0,0
dg_df_0127_P1,dg_df_0127_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0128_E1,dg_df_0128_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0128_P1,dg_df_0128_P2,F2,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0128_P2,dg_df_0128_D1,F3,,,NoSQL,,,1,medium,medium,medium,0,0
dg_df_0129_E1,dg_df_0129_P2,F1,,,HTTPS,,,0,high,medium,medium,1,1
dg_df_0129_P2,dg_df_0129_P1,F2,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0129_P2,dg_df_0129_D1,F3,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0130_E1,dg_df_0130_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0130_P2,dg_df_0130_P1,F2,,,HTTP,,,1,high,medium,medium,0,0
dg_df_0130_P2,dg_df_0130_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0131_E1,dg_df_0131_P1,F1,,,S3,,,1,high,medium,medium,0,0
dg_df_0131_P2,dg_df_0131_P2,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0131_P1,dg_df_0131_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0132_E1,dg_df_0132_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0132_P2,dg_df_0132_P2,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0132_P2,dg_df_0132_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0133_E1,dg_df_0133_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0133_P1,dg_df_0133_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0134_E1,dg_df_0134_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0134_P1,dg_df_0134_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0135_E1,dg_df_0135_P1,F1,,,HTTP,,,1,medium,medium,medium,0,0
dg_df_0135_P1,dg_df_0135_D1,F2,,,SQL,,,1,medium,medium,medium,0,0
dg_df_0136_E1,dg_df_0136_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0136_P1,dg_df_0136_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0136_P1,dg_df_0136_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0137_E1,dg_df_0137_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0137_P1,dg_df_0137_D1,F2,,,S3,,,0,high,medium,medium,0,0
dg_df_0138_E1,dg_df_0138_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0138_P1,dg_df_0138_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0138_P2,dg_df_0138_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0139_E1,dg_df_0139_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0139_P2,dg_df_0139_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0139_P1,dg_df_0139_D1,F3,,,WebSocket,,,1,high,medium,medium,0,0
dg_df_0140_E1,dg_df_0140_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0140_P1,dg_df_0140_P2,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0140_P1,dg_df_0140_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0141_E1,dg_df_0141_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0141_P1,dg_df_0141_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0141_P1,dg_df_0141_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0142_E1,dg_df_0142_P1,F1,,,gRPC,,,0,high,medium,medium,0,0
dg_df_0142_P1,dg_df_0142_D1,F2,,,SQL,,,0,high,medium,medium,0,0
dg_df_0143_E1,dg_df_0143_P2,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0143_P1,dg_df_0143_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0143_P2,dg_df_0143_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0144_E1,dg_df_0144_P1,F1,,,HTTPS,,,0,high,medium,medium,1,1
dg_df_0144_P1,dg_df_0144_P1,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0144_P1,dg_df_0144_D1,F3,,,gRPC,,,0,high,medium,medium,0,0
dg_df_0145_E1,dg_df_0145_P1,F1,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0145_P2,dg_df_0145_P1,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0145_P1,dg_df_0145_D1,F3,,,gRPC,,,0,high,medium,medium,0,0
dg_df_0146_E1,dg_df_0146_P2,F1,,,SQL,,,0,high,medium,medium,0,0
dg_df_0146_P1,dg_df_0146_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0146_P2,dg_df_0146_D1,F3,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0147_E1,dg_df_0147_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0147_P2,dg_df_0147_P1,F2,,,gRPC,,,1,high,medium,medium,0,0
dg_df_0147_P1,dg_df_0147_D1,F3,,,SQL,,,1,high,medium,medium,0,0
dg_df_0148_E1,dg_df_0148_P1,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0148_P2,dg_df_0148_P2,F2,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0148_P1,dg_df_0148_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0149_E1,dg_df_0149_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0149_P1,dg_df_0149_P2,F2,,,NoSQL,,,1,high,medium,medium,0,0
dg_df_0149_P2,dg_df_0149_D1,F3,,,NoSQL,,,0,medium,medium,medium,0,0
dg_df_0150_E1,dg_df_0150_P2,F1,,,HTTPS,,,1,high,medium,medium,1,1
dg_df_0150_P1,dg_df_0150_P2,F2,,,HTTP,,,0,medium,medium,medium,0,0
dg_df_0150_P2,dg_df_0150_D1,F3,,,NoSQL,,,1,high,medium,medium,0,0
dg_df_0151_E1,dg_df_0151_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0151_P1,dg_df_0151_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
dg_df_0151_P2,dg_df_0151_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0152_E1,dg_df_0152_P2,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0152_P1,dg_df_0152_P1,F2,,,AMQP,,,0,medium,medium,medium,0,0
dg_df_0152_P1,dg_df_0152_D1,F3,,,NoSQL,,,0,high,medium,medium,0,0
dg_df_0153_E1,dg_df_0153_P1,F1,,,HTTP,,,0,high,medium,medium,0,0
dg_df_0153_P1,dg_df_0153_P2,F2,,,AMQP,,,0,high,medium,medium,0,0
